TurbineID,TurbineModel,TowerType,TowerHeight,BladeLength,RotorSweptArea,Elevation,Slope,Aspect,Count
1716,Kenetech 56-100,Lattice,60,29.5,2733.971007,312.642504,0.0884619,238.442,3
1726,Kenetech 56-100,Lattice,60,29.5,2733.971007,318.259968,0.22343,316.382,0
2140,Kenetech 56-100,Lattice,60,29.5,2733.971007,191.8301472,0.168978,51.6497,1
1715,Kenetech 56-100,Lattice,60,29.5,2733.971007,311.737248,0.108627,278.049,4
3715,Kenetech 56-100,Lattice,60,29.5,2733.971007,321.024504,0.0700361,321.811,0
3693,Kenetech 56-100,Lattice,60,29.5,2733.971007,367.881408,0.232047,339.339,0
3699,Kenetech 56-100,Lattice,60,29.5,2733.971007,381.195072,0.274099,150.482,0
2139,Kenetech 56-100,Lattice,60,29.5,2733.971007,190.8980688,0.200989,21.5957,0
2206,Kenetech 56-100,Lattice,60,29.5,2733.971007,207.82788,0.325989,129.765,3
3677,Kenetech 56-100,Lattice,60,29.5,2733.971007,337.61172,0.147907,112.937,0
1742,Kenetech 56-100,Lattice,60,29.5,2733.971007,319.165224,0.0235735,354.408,0
1730,Kenetech 56-100,Lattice,60,29.5,2733.971007,315.882528,0.170782,111.956,1
1671,KVS 33,Lattice,80,54.13,9206.36,259.0059336,0.109028,32.5965,0
1725,Kenetech 56-100,Lattice,60,29.5,2733.971007,313.06008,0.194386,297.478,0
1679,Kenetech 56-100,Lattice,60,29.5,2733.971007,216.9130536,0.237308,313.842,2
3687,Kenetech 56-100,Lattice,60,29.5,2733.971007,351.791016,0.0820776,135.04,1
1717,Kenetech 56-100,Lattice,60,29.5,2733.971007,311.603136,0.182066,172.863,3
4209,Kenetech 56-100,Lattice,60,29.5,2733.971007,212.4050616,0.18549,315.925,0
1672,KVS 33,Lattice,80,54.13,9206.36,259.0348896,0.0559833,65.4864,0
3674,Kenetech 56-100,Lattice,60,29.5,2733.971007,349.419672,0.142501,106.787,1
1759,Kenetech 56-100,Lattice,60,29.5,2733.971007,337.925664,0.123453,20.6395,0
1708,KVS 33,Lattice,80,54.13,9206.36,265.3549176,0.171396,289.403,2
4227,Kenetech 56-100,Lattice,60,29.5,2733.971007,270.1570416,0.116312,43.0415,0
2095,Kenetech 56-100,Lattice,60,29.5,2733.971007,400.56816,0.0794193,199.583,0
4180,Kenetech 56-100,Lattice,60,29.5,2733.971007,310.27116,0.18595,316.249,2
3726,Kenetech 56-100,Lattice,60,29.5,2733.971007,325.468488,0.147305,319.556,0
3675,Kenetech 56-100,Lattice,60,29.5,2733.971007,345.969336,0.193172,121.068,0
3657,Kenetech 56-100,Lattice,60,29.5,2733.971007,325.730616,0.207768,272.922,1
4192,Kenetech 56-100,Lattice,60,29.5,2733.971007,361.82808,0.240251,308.699,0
1685,Kenetech 56-100,Lattice,60,29.5,2733.971007,250.851924,0.242453,324.582,1
3700,Kenetech 56-100,Lattice,60,29.5,2733.971007,374.148096,0.226163,135.127,0
2093,Kenetech 56-100,Lattice,60,29.5,2733.971007,402.851112,0.100822,338.722,0
3707,Kenetech 56-100,Lattice,60,29.5,2733.971007,338.001864,0.183927,133.403,0
1669,KVS 33,Lattice,80,54.13,9206.36,254.9429496,0.269013,27.123,0
1723,Kenetech 56-100,Lattice,60,29.5,2733.971007,303.7801392,0.216124,298.064,1
1766,Kenetech 56-100,Lattice,60,29.5,2733.971007,353.302824,0.133894,118.686,2
1719,Kenetech 56-100,Lattice,60,29.5,2733.971007,302.065944,0.281193,152.91,4
2196,Kenetech 56-100,Lattice,60,29.5,2733.971007,179.537868,0.170223,307.728,1
2142,Kenetech 56-100,Lattice,60,29.5,2733.971007,198.2501496,0.296896,75.2975,0
3703,Kenetech 56-100,Lattice,60,29.5,2733.971007,353.555808,0.185965,114.459,0
4221,Kenetech 56-100,Lattice,60,29.5,2733.971007,258.6968664,0.175928,322.544,0
1722,Kenetech 56-100,Lattice,60,29.5,2733.971007,299.2971408,0.206981,296.084,3
3710,Kenetech 56-100,Lattice,60,29.5,2733.971007,321.088512,0.240553,100.813,0
1751,Kenetech 56-100,Lattice,60,29.5,2733.971007,291.048948,0.26574,339.234,0
5418,Kenetech 56-100,Lattice,60,29.5,2733.971007,332.52156,0.277324,114.599,0
3724,Kenetech 56-100,Lattice,60,29.5,2733.971007,322.35648,0.0761492,198.929,2
3706,Kenetech 56-100,Lattice,60,29.5,2733.971007,342.604344,0.139032,135.94,0
2141,Kenetech 56-100,Lattice,60,29.5,2733.971007,195.8480208,0.230613,56.9803,1
1765,Kenetech 56-100,Lattice,60,29.5,2733.971007,357.262176,0.0699571,235.438,1
1680,Kenetech 56-100,Lattice,60,29.5,2733.971007,223.3409808,0.212156,320.203,1
1718,Kenetech 56-100,Lattice,60,29.5,2733.971007,307.278024,0.282053,156.704,0
1724,Kenetech 56-100,Lattice,60,29.5,2733.971007,310.274208,0.240399,296.518,0
3719,Kenetech 56-100,Lattice,60,29.5,2733.971007,319.494408,0.0952207,94.0411,5
4217,Kenetech 56-100,Lattice,60,29.5,2733.971007,243.7570944,0.156904,326.237,2
1668,KVS 33,Lattice,80,54.13,9206.36,255.7421352,0.210474,4.39721,1
1658,KVS 33,Lattice,80,54.13,9206.36,240.798096,0.153138,2.83502,1
2109,Kenetech 56-100,Lattice,140,29.5,2733.971007,402.912072,0.156493,102.412,0
1720,Kenetech 56-100,Lattice,60,29.5,2733.971007,297.2159664,0.180522,136.084,4
3640,Kenetech 56-100,Lattice,60,29.5,2733.971007,252.154944,0.126544,57.3363,0
4179,Kenetech 56-100,Lattice,60,29.5,2733.971007,305.235864,0.13209,313.126,1
2110,Kenetech 56-100,Lattice,140,29.5,2733.971007,402.238464,0.0954233,49.466,0
3734,Kenetech 56-100,Lattice,60,29.5,2733.971007,312.523632,0.182041,129.582,2
3636,Kenetech 56-100,Lattice,60,29.5,2733.971007,294.705024,0.0912633,349.989,1
3678,Kenetech 56-100,Lattice,60,29.5,2733.971007,332.128368,0.241586,109.213,1
4225,Kenetech 56-100,Lattice,60,29.5,2733.971007,270.6660576,0.0912121,18.533,0
4190,Kenetech 56-100,Lattice,60,29.5,2733.971007,346.521024,0.111907,308.196,0
1760,Kenetech 56-100,Lattice,60,29.5,2733.971007,342.013032,0.170857,356.35,0
4212,Kenetech 56-100,Lattice,60,29.5,2733.971007,223.7299056,0.218118,326.033,1
1712,KVS 33,Lattice,80,54.13,9206.36,270.3798504,0.096701,22.1389,3
2138,Kenetech 56-100,Lattice,60,29.5,2733.971007,184.94502,0.152445,48.09,0
1666,KVS 33,Lattice,80,54.13,9206.36,239.232948,0.23101,335.645,1
3708,Kenetech 56-100,Lattice,60,29.5,2733.971007,334.575912,0.206393,116.163,0
4220,Kenetech 56-100,Lattice,60,29.5,2733.971007,256.0600416,0.190863,319.622,1
4213,Kenetech 56-100,Lattice,60,29.5,2733.971007,229.4470392,0.23045,327.121,2
4211,Kenetech 56-100,Lattice,60,29.5,2733.971007,218.7970224,0.220387,325.351,3
2202,Kenetech 56-100,Lattice,60,29.5,2733.971007,214.5459768,0.357525,329.126,1
2207,Kenetech 56-100,Lattice,60,29.5,2733.971007,202.2780816,0.273798,117.569,2
3638,Kenetech 56-100,Lattice,60,29.5,2733.971007,295.6511232,0.103262,46.3063,0
1721,Kenetech 56-100,Lattice,60,29.5,2733.971007,292.5921504,0.198096,133.053,1
3652,Kenetech 56-100,Lattice,60,29.5,2733.971007,313.947048,0.151436,325.746,1
4175,Kenetech 56-100,Lattice,60,29.5,2733.971007,293.8671288,0.116424,350.645,2
4184,Kenetech 56-100,Lattice,60,29.5,2733.971007,320.058288,0.0732039,256.427,1
1737,Kenetech 56-100,Lattice,60,29.5,2733.971007,315.480192,0.123308,350.892,1
1763,Kenetech 56-100,Lattice,60,29.5,2733.971007,355.978968,0.121841,39.2525,0
1761,Kenetech 56-100,Lattice,60,29.5,2733.971007,345.314016,0.124226,41.3168,2
3639,Kenetech 56-100,Lattice,60,29.5,2733.971007,253.1610888,0.139158,63.6513,3
3680,Kenetech 56-100,Lattice,60,29.5,2733.971007,333.332328,0.150589,305.37,2
1727,Kenetech 56-100,Lattice,60,29.5,2733.971007,324.36816,0.13488,6.33691,0
1755,Kenetech 56-100,Lattice,60,29.5,2733.971007,313.154568,0.169114,40.815,0
1764,Kenetech 56-100,Lattice,60,29.5,2733.971007,357.234744,0.0586751,94.1607,0
3731,Kenetech 56-100,Lattice,60,29.5,2733.971007,319.451736,0.0427163,171.437,0
1682,Kenetech 56-100,Lattice,60,29.5,2733.971007,232.7980104,0.220369,313.972,5
3681,Kenetech 56-100,Lattice,60,29.5,2733.971007,337.053936,0.098302,311.125,0
1756,Kenetech 56-100,Lattice,60,29.5,2733.971007,316.464696,0.152983,322.686,0
3695,Kenetech 56-100,Lattice,60,29.5,2733.971007,378.710952,0.284701,340.312,0
2205,Kenetech 56-100,Lattice,60,29.5,2733.971007,220.153992,0.268332,141.986,4
1731,Kenetech 56-100,Lattice,60,29.5,2733.971007,311.060592,0.17516,106.668,4
4187,Kenetech 56-100,Lattice,60,29.5,2733.971007,335.578704,0.215586,320.995,1
2091,Kenetech 56-100,Lattice,60,29.5,2733.971007,403.780752,0.0732192,339.435,0
4224,Kenetech 56-100,Lattice,60,29.5,2733.971007,268.8619464,0.118828,13.5729,0
2199,Kenetech 56-100,Lattice,60,29.5,2733.971007,184.0540896,0.275453,122.314,4
1741,Kenetech 56-100,Lattice,60,29.5,2733.971007,318.94272,0.0439528,45.5165,0
1767,Kenetech 56-100,Lattice,60,29.5,2733.971007,352.949256,0.150127,41.586,0
3658,Kenetech 56-100,Lattice,60,29.5,2733.971007,330.531216,0.137464,264.574,0
3692,Kenetech 56-100,Lattice,60,29.5,2733.971007,363.425232,0.188979,332.711,1
3635,Kenetech 56-100,Lattice,60,29.5,2733.971007,292.137084,0.15154,327.927,0
3713,Kenetech 56-100,Lattice,60,29.5,2733.971007,316.071504,0.144365,324.878,0
4218,Kenetech 56-100,Lattice,60,29.5,2733.971007,247.7789304,0.187541,322.715,1
1768,Kenetech 56-100,Lattice,60,29.5,2733.971007,359.8926,0.195161,0.178429,0
2144,Kenetech 56-100,Lattice,60,29.5,2732.585,187.1301312,0.334532,170.464,2
4181,Kenetech 56-100,Lattice,60,29.5,2733.971007,313.672728,0.0983914,291.447,0
1734,Kenetech 56-100,Lattice,60,29.5,2733.971007,310.862472,0.112966,327.257,0
4219,Kenetech 56-100,Lattice,60,29.5,2733.971007,252.3460536,0.184028,318.153,3
2111,Kenetech 56-100,Lattice,140,29.5,2733.971007,404.463504,0.115041,84.2391,0
3728,Kenetech 56-100,Lattice,60,29.5,2733.971007,331.905864,0.0677025,126.633,0
4173,Kenetech 56-100,Lattice,60,29.5,2733.971007,289.015932,0.0328441,309.392,1
3701,Kenetech 56-100,Lattice,60,29.5,2733.971007,364.482888,0.239211,87.3169,0
4182,Kenetech 56-100,Lattice,60,29.5,2733.971007,318.070992,0.134915,247.429,0
1687,Kenetech 56-100,Lattice,60,29.5,2733.971007,259.3128672,0.23959,308.052,0
4183,Kenetech 56-100,Lattice,60,29.5,2733.971007,318.339216,0.123038,239.671,2
3661,Kenetech 56-100,Lattice,60,29.5,2733.971007,335.590896,0.253504,299.467,1
1686,Kenetech 56-100,Lattice,60,29.5,2733.971007,253.902972,0.165867,301.885,2
1762,Kenetech 56-100,Lattice,60,29.5,2733.971007,351.538032,0.168806,20.8143,0
3646,Kenetech 56-100,Lattice,60,29.5,2733.971007,337.297776,0.0977227,287.653,2
3709,Kenetech 56-100,Lattice,60,29.5,2733.971007,328.522584,0.286985,106.87,0
3716,Kenetech 56-100,Lattice,60,29.5,2733.971007,322.978272,0.072729,359.682,0
1714,Kenetech 56-100,Lattice,60,29.5,2733.971007,307.826664,0.132254,305.763,1
1772,Kenetech 56-100,Lattice,60,29.5,2733.971007,367.098072,0.146363,99.2054,0
2203,Kenetech 56-100,Lattice,60,29.5,2733.971007,220.1469816,0.234085,314.547,2
1688,Kenetech 56-100,Lattice,60,29.5,2733.971007,265.3479072,0.200536,308.225,0
3737,Kenetech 56-100,Lattice,60,29.5,2733.971007,301.5099888,0.159947,133.697,0
1681,Kenetech 56-100,Lattice,60,29.5,2733.971007,227.085144,0.198777,307.369,0
3655,Kenetech 56-100,Lattice,60,29.5,2733.971007,313.163712,0.183119,131.442,4
4222,Kenetech 56-100,Lattice,60,29.5,2733.971007,263.6471232,0.152654,329.395,0
2197,Kenetech 56-100,Lattice,60,29.5,2733.971007,182.7559464,0.354471,328.849,4
2089,Kenetech 56-100,Lattice,60,29.5,2733.971007,395.054328,0.251881,344.039,0
3697,Kenetech 56-100,Lattice,60,29.5,2733.971007,387.845808,0.0670722,21.8214,2
4177,Kenetech 56-100,Lattice,60,29.5,2733.971007,301.4788992,0.0345522,200.978,0
2036,Kenetech 56-100,Lattice,60,29.5,2733.971007,302.3850696,0.196287,310.542,3
1659,KVS 33,Lattice,80,54.13,9206.36,239.8998504,0.0713596,111.098,3
3718,Kenetech 56-100,Lattice,60,29.5,2733.971007,323.63664,0.190002,98.3138,1
2090,Kenetech 56-100,Lattice,60,29.5,2733.971007,400.473672,0.0544267,10.8971,0
3732,Kenetech 56-100,Lattice,60,29.5,2733.971007,318.677544,0.0450675,250.816,3
1683,Kenetech 56-100,Lattice,60,29.5,2733.971007,237.8601288,0.200616,317.22,1
3698,Kenetech 56-100,Lattice,60,29.5,2733.971007,385.885944,0.206428,158.285,0
3641,Kenetech 56-100,Lattice,60,29.5,2733.971007,252.7669824,0.0447036,92.8548,0
3634,Kenetech 56-100,Lattice,60,29.5,2733.971007,289.550856,0.232206,320.12,1
3650,Kenetech 56-100,Lattice,60,29.5,2733.971007,340.044024,0.146529,92.411,0
4210,Kenetech 56-100,Lattice,60,29.5,2733.971007,215.511888,0.216658,326.89,5
1732,Kenetech 56-100,Lattice,60,29.5,2733.971007,304.604928,0.265149,308.759,0
3642,Kenetech 56-100,Lattice,60,29.5,2733.971007,252.3219744,0.069969,54.2122,2
1661,KVS 33,Lattice,80,54.13,9206.36,229.4830056,0.172992,88.0724,4
1656,KVS 33,Lattice,80,54.13,9206.36,250.9150176,0.166775,314.984,0
2137,Kenetech 56-100,Lattice,60,29.5,2733.971007,182.7791112,0.177276,8.43182,1
1665,KVS 33,Lattice,80,54.13,9206.36,225.6949512,0.225632,321.364,2
3676,Kenetech 56-100,Lattice,60,29.5,2733.971007,340.687152,0.162894,114.837,0
3667,Kenetech 56-100,Lattice,60,29.5,2733.971007,346.1766,0.314136,316.256,0
1769,Kenetech 56-100,Lattice,60,29.5,2733.971007,366.701832,0.149524,333.431,0
4226,Kenetech 56-100,Lattice,60,29.5,2733.971007,270.8660064,0.101952,46.0696,1
3735,Kenetech 56-100,Lattice,60,29.5,2733.971007,309.527448,0.204314,151.235,0
3686,Kenetech 56-100,Lattice,60,29.5,2733.971007,352.796856,0.0721177,290.749,0
4174,Kenetech 56-100,Lattice,60,29.5,2733.971007,291.2940072,0.104909,358.035,0
1736,Kenetech 56-100,Lattice,60,29.5,2733.971007,314.242704,0.08482,318.539,0
1771,Kenetech 56-100,Lattice,60,29.5,2733.971007,370.386864,0.189924,135.42,1
1728,Kenetech 56-100,Lattice,60,29.5,2733.971007,322.121784,0.137679,101.601,1
4228,Kenetech 56-100,Lattice,60,29.5,2733.971007,270.3030408,0.163519,49.057,1
3723,Kenetech 56-100,Lattice,60,29.5,2733.971007,323.502528,0.0985971,124.674,0
1657,KVS 33,Lattice,80,54.13,9206.36,242.9868648,0.312653,71.1676,1
1754,Kenetech 56-100,Lattice,60,29.5,2733.971007,310.204104,0.170421,9.70703,0
1729,Kenetech 56-100,Lattice,60,29.5,2733.971007,319.378584,0.14298,112.628,0
4176,Kenetech 56-100,Lattice,60,29.5,2733.971007,301.0811352,0.036736,296.608,0
3671,Kenetech 56-100,Lattice,60,29.5,2733.971007,357.40848,0.0708607,54.7893,1
3717,Kenetech 56-100,Lattice,60,29.5,2733.971007,324.846696,0.00751531,13.5454,0
2204,Kenetech 56-100,Lattice,60,29.5,2733.971007,223.08312,0.0488415,98.221,8
3738,Kenetech 56-100,Lattice,60,29.5,2733.971007,296.8130208,0.1643,138.631,1
2092,Kenetech 56-100,Lattice,60,29.5,2733.971007,401.951952,0.0313338,237.278,0
4186,Kenetech 56-100,Lattice,60,29.5,2733.971007,328.763376,0.260166,309.396,0
3690,Kenetech 56-100,Lattice,60,29.5,2733.971007,343.323672,0.222172,138.816,0
4223,Kenetech 56-100,Lattice,60,29.5,2733.971007,264.0439728,0.103119,28.3311,2
1740,Kenetech 56-100,Lattice,60,29.5,2733.971007,319.62852,0.0231385,88.4407,0
1757,Kenetech 56-100,Lattice,60,29.5,2733.971007,324.94728,0.151197,9.7245,0
2108,Kenetech 56-100,Lattice,140,29.5,2733.971007,401.83308,0.122757,57.0191,0
3691,Kenetech 56-100,Lattice,60,29.5,2733.971007,357.46944,0.343087,357.874,0
3644,Kenetech 56-100,Lattice,60,29.5,2733.971007,335.164176,0.121072,254.991,0
3660,Kenetech 56-100,Lattice,60,29.5,2733.971007,330.683616,0.183975,175.129,0
3683,Kenetech 56-100,Lattice,60,29.5,2733.971007,341.656416,0.188271,333.789,1
4188,Kenetech 56-100,Lattice,60,29.5,2733.971007,341.552784,0.19064,315.221,2
3733,Kenetech 56-100,Lattice,60,29.5,2733.971007,316.720728,0.165508,167.811,0
1684,Kenetech 56-100,Lattice,60,29.5,2733.971007,242.7978888,0.260366,316.031,3
1758,Kenetech 56-100,Lattice,60,29.5,2733.971007,329.857608,0.256097,351.633,0
3651,Kenetech 56-100,Lattice,60,29.5,2733.971007,309.314088,0.226035,324.857,3
3664,Kenetech 56-100,Lattice,60,29.5,2733.971007,340.0044,0.116147,121.396,0
3643,Kenetech 56-100,Lattice,60,29.5,2733.971007,332.512416,0.179675,297.787,2
1667,KVS 33,Lattice,80,54.13,9206.36,248.2720968,0.254348,313.386,0
3659,Kenetech 56-100,Lattice,60,29.5,2733.971007,332.320392,0.101997,195.966,0
3685,Kenetech 56-100,Lattice,60,29.5,2733.971007,349.758,0.127259,295.894,1
3653,Kenetech 56-100,Lattice,60,29.5,2733.971007,315.873384,0.137673,334.105,1
1735,Kenetech 56-100,Lattice,60,29.5,2733.971007,312.965592,0.0859413,331.029,1
4191,Kenetech 56-100,Lattice,60,29.5,2733.971007,357.216456,0.261143,327.473,0
1770,Kenetech 56-100,Lattice,60,29.5,2733.971007,371.926104,0.170619,333.869,0
3645,Kenetech 56-100,Lattice,60,29.5,2733.971007,336.581496,0.0982041,258.96,1
2143,Kenetech 56-100,Lattice,60,29.5,2733.971007,195.33108,0.354079,155.606,5
3722,Kenetech 56-100,Lattice,60,29.5,2733.971007,325.218552,0.0155266,241.023,1
1709,KVS 33,Lattice,80,54.13,9206.36,269.8299912,0.0981166,4.01066,1
2198,Kenetech 56-100,Lattice,60,29.5,2733.971007,190.8511296,0.137247,35.2289,5
3729,Kenetech 56-100,Lattice,60,29.5,2733.971007,326.035416,0.228162,141.075,0
3633,Kenetech 56-100,Lattice,60,29.5,2733.971007,280.9908528,0.302658,308.071,0
4216,Kenetech 56-100,Lattice,60,29.5,2733.971007,240.055908,0.135085,317.292,0
3654,Kenetech 56-100,Lattice,60,29.5,2733.971007,317.095632,0.143038,104.366,1
2094,Kenetech 56-100,Lattice,60,29.5,2733.971007,403.354032,0.0937106,154.171,0
3670,Kenetech 56-100,Lattice,60,29.5,2733.971007,356.487984,0.0576259,311.701,0
3679,Kenetech 56-100,Lattice,60,29.5,2733.971007,329.028552,0.187207,298.771,0
3688,Kenetech 56-100,Lattice,60,29.5,2733.971007,349.063056,0.109922,125.851,0
3714,Kenetech 56-100,Lattice,60,29.5,2733.971007,318.887856,0.0968642,283.844,0
3662,Kenetech 56-100,Lattice,60,29.5,2733.971007,340.559136,0.236912,309.015,0
2088,Kenetech 56-100,Lattice,60,29.5,2733.971007,384.660648,0.365121,340.769,0
4185,Kenetech 56-100,Lattice,60,29.5,2733.971007,322.594224,0.233995,303.772,0
1738,Kenetech 56-100,Lattice,60,29.5,2733.971007,318.3636,0.103088,24.1726,0
3702,Kenetech 56-100,Lattice,60,29.5,2733.971007,359.051352,0.212948,102.726,0
2112,Kenetech 56-100,Lattice,140,29.5,2733.971007,402.089112,0.103595,146.094,0
3663,Kenetech 56-100,Lattice,60,29.5,2733.971007,342.756744,0.0505509,155.544,1
3725,Kenetech 56-100,Lattice,60,29.5,2733.971007,323.25564,0.0899256,337.833,0
3696,Kenetech 56-100,Lattice,60,29.5,2733.971007,384.371088,0.19179,319.246,0
3704,Kenetech 56-100,Lattice,60,29.5,2733.971007,349.447104,0.141646,105.794,0
3672,Kenetech 56-100,Lattice,60,29.5,2733.971007,356.06736,0.148825,74.7495,1
2107,Kenetech 56-100,Lattice,140,29.5,2733.971007,399.07464,0.144787,356.237,1
2200,Kenetech 56-100,Lattice,60,29.5,2733.971007,180.3050496,0.276299,135.041,1
1711,KVS 33,Lattice,80,54.13,9206.36,268.3410432,0.0851381,1.30154,0
3649,Kenetech 56-100,Lattice,60,29.5,2733.971007,341.549736,0.1278,82.7723,0
3682,Kenetech 56-100,Lattice,60,29.5,2733.971007,338.623656,0.121057,334.275,0
1670,KVS 33,Lattice,80,54.13,9206.36,257.15214,0.145297,54.8511,2
3648,Kenetech 56-100,Lattice,60,29.5,2733.971007,342.53424,0.106805,358.873,0
1660,KVS 33,Lattice,80,54.13,9206.36,233.9818536,0.291502,82.625,6
2201,Kenetech 56-100,Lattice,60,29.5,2733.971007,202.2570504,0.347096,325.743,2
1752,Kenetech 56-100,Lattice,60,29.5,2733.971007,298.9521072,0.245074,326.593,0
4215,Kenetech 56-100,Lattice,60,29.5,2733.971007,236.4751176,0.183668,326.411,3
2038,Kenetech 56-100,Lattice,60,29.5,2733.971007,312.715656,0.178873,331.411,1
3684,Kenetech 56-100,Lattice,60,29.5,2733.971007,345.853512,0.188941,320.454,0
1713,KVS 33,Lattice,80,54.13,9206.36,269.5221432,0.117164,32.2906,3
3721,Kenetech 56-100,Lattice,60,29.5,2733.971007,323.246496,0.128181,2.29622,0
3647,Kenetech 56-100,Lattice,60,29.5,2733.971007,339.830664,0.0837763,6.65608,0
3656,Kenetech 56-100,Lattice,60,29.5,2733.971007,323.718936,0.307398,299.794,2
4214,Kenetech 56-100,Lattice,60,29.5,2733.971007,233.3298864,0.166839,339.161,0
2037,Kenetech 56-100,Lattice,60,29.5,2733.971007,306.561744,0.227754,319.203,0
3637,Kenetech 56-100,Lattice,60,29.5,2733.971007,295.8599112,0.0839154,2.48355,1
2106,Kenetech 56-100,Lattice,140,29.5,2733.971007,390.534144,0.219987,355.396,0
3730,Kenetech 56-100,Lattice,60,29.5,2733.971007,321.698112,0.195249,189.443,0
3711,Kenetech 56-100,Lattice,60,29.5,2733.971007,315.973968,0.165602,82.5425,2
3668,Kenetech 56-100,Lattice,60,29.5,2733.971007,351.519744,0.171364,292.471,1
3673,Kenetech 56-100,Lattice,60,29.5,2733.971007,352.644456,0.119118,97.0533,2
1710,KVS 33,Lattice,80,54.13,9206.36,268.2538704,0.197879,21.1236,1
3705,Kenetech 56-100,Lattice,60,29.5,2733.971007,345.646248,0.126279,126.78,0
3736,Kenetech 56-100,Lattice,60,29.5,2733.971007,303.8270784,0.155744,153.991,1
3669,Kenetech 56-100,Lattice,60,29.5,2733.971007,355.649784,0.120041,278.165,0
3689,Kenetech 56-100,Lattice,60,29.5,2733.971007,345.752928,0.175027,121.138,1
1773,Kenetech 56-100,Lattice,60,29.5,2733.971007,366.141,0.215368,95.923,2
3727,Kenetech 56-100,Lattice,60,29.5,2733.971007,328.364088,0.205569,351.329,2
4178,Kenetech 56-100,Lattice,60,29.5,2733.971007,303.0480096,0.154723,288.818,1
3712,Kenetech 56-100,Lattice,60,29.5,2733.971007,314.471304,0.082452,47.3265,2
1753,Kenetech 56-100,Lattice,60,29.5,2733.971007,305.571144,0.187467,308.345,0
3720,Kenetech 56-100,Lattice,60,29.5,2733.971007,321.35064,0.0782621,1.78029,1
3665,Kenetech 56-100,Lattice,60,29.5,2733.971007,338.459064,0.11387,114.645,0
4189,Kenetech 56-100,Lattice,60,29.5,2733.971007,343.60104,0.0901046,313.695,0
1739,Kenetech 56-100,Lattice,60,29.5,2733.971007,319.000632,0.102544,31.6666,3
1733,Kenetech 56-100,Lattice,60,29.5,2733.971007,308.448456,0.107383,315.201,1
3694,Kenetech 56-100,Lattice,60,29.5,2733.971007,373.602504,0.261431,344.715,0
3666,Kenetech 56-100,Lattice,60,29.5,2733.971007,336.395568,0.352052,316.477,1
279,Bonus,Tubular,80,38,4534.16,233.6679096,0.166158,188.053,0
256,Bonus,Tubular,80,38,4534.16,263.520936,0.145676,128.484,0
278,Bonus,Tubular,80,38,4534.16,227.5719096,0.112314,215.957,0
